"","NULL.","NULL.GP","NULL.GS","NULL.MP","NULL.G","NULL.S","NULL.SOT","NULL.A","NULL.TKL","NULL.YC","NULL.RC","NULL.FC","NULL.FS","team.x","season.x","UID","players.val[nr.name, 2]","Market.value","team.y","season.y","players.val[nr.pos, 1]"
"749","Silvestre Varela","7","3","333","1","10","2","0","6","1","0","7","6","west-bromwich-albion","2014","Silvestre Varela 2014","Silvestre Varela","7,50 Mill. €","west-bromwich-albion","2014","Left Wing"
"750","Andre Wisdom","24","22","1971","0","3","0","1","21","1","0","13","7","west-bromwich-albion","2014","Andre Wisdom 2014","Andre Wisdom","2,50 Mill. €","liverpool-fc","2014","Right-Back"
"751","Andre Wisdom","24","22","1971","0","3","0","1","21","1","0","13","7","west-bromwich-albion","2014","Andre Wisdom 2014","Andre Wisdom","2,50 Mill. €","west-bromwich-albion","2014","Right-Back"
"752","Claudio Yacob","20","16","1390","0","8","1","0","37","5","1","27","16","west-bromwich-albion","2014","Claudio Yacob 2014","Claudio Yacob","6,00 Mill. €","west-bromwich-albion","2014","Defensive Midfield"
"753","Charlie Adam","29","15","1508","7","62","17","1","40","5","0","37","29","stoke-city","2014","Charlie Adam 2014","Charlie Adam","5,00 Mill. €","stoke-city","2014","Attacking Midfield"
"754","Marko Arnautovic","29","20","1917","1","44","8","5","29","2","0","32","27","stoke-city","2014","Marko Arnautovic 2014","Marko Arnautovic","4,50 Mill. €","stoke-city","2014","Left Wing"
"755","Oussama Assaidi","9","1","224","0","5","3","1","7","1","0","7","4","stoke-city","2014","Oussama Assaidi 2014","Oussama Assaidi","4,50 Mill. €","stoke-city","2014","Left Wing"
"756","Phil Bardsley","25","24","2082","0","21","3","1","50","6","0","26","33","stoke-city","2014","Phil Bardsley 2014","Phil Bardsley","3,00 Mill. €","stoke-city","2014","Right-Back"
"757","Asmir Begovic","35","35","3150","0","1","0","0","0","3","0","1","4","stoke-city","2014","Asmir Begovic 2014","Asmir Begovic","10,00 Mill. €","stoke-city","2014","Keeper"
"758","Jack Butland","3","3","270","0","0","0","0","0","0","0","0","0","stoke-city","2014","Jack Butland 2014","Jack Butland","5,00 Mill. €","stoke-city","2014","Keeper"
"759","Geoff Cameron","27","21","2135","0","9","0","1","32","4","0","13","18","stoke-city","2014","Geoff Cameron 2014","Geoff Cameron","4,50 Mill. €","stoke-city","2014","Centre Back"
"760","Peter Crouch","33","17","1676","8","58","17","2","13","4","0","29","16","stoke-city","2014","Peter Crouch 2014","Peter Crouch","2,50 Mill. €","stoke-city","2014","Centre Forward"
"761","Mame Diouf","34","28","2437","11","56","22","3","40","7","0","61","38","stoke-city","2014","Mame Diouf 2014","Mame Diouf","11,00 Mill. €","stoke-city","2014","Centre Forward"
"762","Robert Huth","1","0","3","0","0","0","0","0","0","0","0","0","stoke-city","2014","Robert Huth 2014","Robert Huth","7,00 Mill. €","stoke-city","2014","Centre Back"
"763","Stephen Ireland","17","11","933","0","15","7","3","19","3","0","18","6","stoke-city","2014","Stephen Ireland 2014","Stephen Ireland","3,00 Mill. €","stoke-city","2014","Attacking Midfield"
"764","Bojan Krkic","16","14","1209","4","32","8","1","10","2","0","7","32","stoke-city","2014","Bojan Krkic 2014","Bojan Krkic","7,00 Mill. €","stoke-city","2014","Secondary Striker"
"765","Victor Moses","19","19","1455","3","42","14","3","18","3","0","20","35","stoke-city","2014","Victor Moses 2014","Victor Moses","11,00 Mill. €","chelsea-fc","2014","Left Wing"
"766","Victor Moses","19","19","1455","3","42","14","3","18","3","0","20","35","stoke-city","2014","Victor Moses 2014","Victor Moses","11,00 Mill. €","stoke-city","2014","Left Wing"
"767","Marc Muniesa","19","14","1387","0","5","2","0","22","3","0","18","14","stoke-city","2014","Marc Muniesa 2014","Marc Muniesa","2,00 Mill. €","stoke-city","2014","Centre Back"
"768","Steven Nzonzi","38","38","3374","3","47","11","2","51","2","0","31","27","stoke-city","2014","Steven Nzonzi 2014",NA,NA,NA,NA,NA
"769","Peter Odemwingie","7","1","190","0","1","1","0","2","0","0","1","2","stoke-city","2014","Peter Odemwingie 2014","Peter Odemwingie","2,50 Mill. €","stoke-city","2014","Right Wing"
"770","Erik Pieters","31","29","2562","0","8","1","2","43","8","0","45","36","stoke-city","2014","Erik Pieters 2014","Erik Pieters","3,50 Mill. €","stoke-city","2014","Left-Back"
"771","Ryan Shawcross","32","32","2832","2","19","3","1","32","7","0","28","21","stoke-city","2014","Ryan Shawcross 2014","Ryan Shawcross","9,00 Mill. €","stoke-city","2014","Centre Back"
"772","Oliver Shenton","1","0","1","0","0","0","0","0","0","0","0","0","stoke-city","2014","Oliver Shenton 2014","Oliver Shenton","-","stoke-city","2014","Attacking Midfield"
"773","Steve Sidwell","12","5","447","0","8","0","0","7","3","0","12","8","stoke-city","2014","Steve Sidwell 2014","Steve Sidwell","2,50 Mill. €","stoke-city","2014","Central Midfield"
"774","Dionatan Teixeira","1","0","4","0","0","0","0","0","0","0","0","0","stoke-city","2014","Dionatan Teixeira 2014","Dionatan Teixeira","350 Th. €","stoke-city","2014","Centre Back"
"775","Jonathan Walters","32","28","2423","8","44","19","4","18","5","0","33","33","stoke-city","2014","Jonathan Walters 2014","Jonathan Walters","4,00 Mill. €","stoke-city","2014","Right Wing"
"776","Glenn Whelan","28","26","2264","0","15","2","0","36","5","0","34","17","stoke-city","2014","Glenn Whelan 2014","Glenn Whelan","3,50 Mill. €","stoke-city","2014","Defensive Midfield"
"777","Marc Wilson","27","25","2124","0","6","0","0","32","4","1","25","2","stoke-city","2014","Marc Wilson 2014","Marc Wilson","4,00 Mill. €","stoke-city","2014","Centre Back"
"778","Philipp Wollscheid","12","12","1007","0","3","0","0","14","4","0","9","8","stoke-city","2014","Philipp Wollscheid 2014","Philipp Wollscheid","8,50 Mill. €","stoke-city","2014","Centre Back"
"779","Jozy Altidore","11","2","304","0","7","2","0","2","0","0","7","1","sunderland","2014","Jozy Altidore 2014","Jozy Altidore","6,00 Mill. €","sunderland-afc","2014","Centre Forward"
"780","Ricardo Álvarez","13","5","494","0","10","2","0","6","3","0","5","5","sunderland","2014","Ricardo Álvarez 2014","Ricardo Álvarez","16,50 Mill. €","sunderland-afc","2014","Attacking Midfield"
"781","Liam Bridcutt","18","10","907","0","4","0","2","32","6","1","21","16","sunderland","2014","Liam Bridcutt 2014","Liam Bridcutt","4,50 Mill. €","sunderland-afc","2014","Defensive Midfield"
"782","Wes Brown","25","23","1993","0","3","1","0","22","5","1","16","9","sunderland","2014","Wes Brown 2014","Wes Brown","750 Th. €","sunderland-afc","2014","Centre Back"
"783","Will Buckley","22","9","868","0","3","0","2","3","2","0","10","27","sunderland","2014","Will Buckley 2014","Will Buckley","1,50 Mill. €","sunderland-afc","2014","Left Wing"
"784","Lee Cattermole","28","26","2358","1","11","1","0","54","14","0","55","21","sunderland","2014","Lee Cattermole 2014","Lee Cattermole","3,50 Mill. €","sunderland-afc","2014","Defensive Midfield"
"785","Sebastián Coates","10","9","822","0","7","0","0","18","1","0","9","7","sunderland","2014","Sebastián Coates 2014","Sebastián Coates","2,50 Mill. €","liverpool-fc","2014","Centre Back"
"786","Sebastián Coates","10","9","822","0","7","0","0","18","1","0","9","7","sunderland","2014","Sebastián Coates 2014","Sebastián Coates","2,50 Mill. €","sunderland-afc","2014","Centre Back"
"787","Jermain Defoe","17","17","1457","4","34","15","0","7","1","0","8","20","sunderland","2014","Jermain Defoe 2014","Jermain Defoe","6,00 Mill. €","sunderland-afc","2014","Centre Forward"
"788","Steven Fletcher","30","20","1783","5","37","15","2","13","4","0","22","32","sunderland","2014","Steven Fletcher 2014","Steven Fletcher","9,00 Mill. €","sunderland-afc","2014","Centre Forward"
"789","Emanuele Giaccherini","8","2","304","0","8","4","0","1","2","0","4","8","sunderland","2014","Emanuele Giaccherini 2014","Emanuele Giaccherini","8,50 Mill. €","sunderland-afc","2014","Right Wing"
"790","Jordi Gómez","29","22","1941","4","31","10","2","28","7","0","34","50","sunderland","2014","Jordi Gómez 2014","Jordi Gómez","2,50 Mill. €","sunderland-afc","2014","Attacking Midfield"
"791","Danny Graham","14","7","626","1","10","4","0","4","0","0","3","13","sunderland","2014","Danny Graham 2014","Danny Graham","3,00 Mill. €","sunderland-afc","2014","Centre Forward"
"792","Adam Johnson","32","23","2082","4","25","10","1","9","2","0","15","35","sunderland","2014","Adam Johnson 2014","Adam Johnson","7,50 Mill. €","sunderland-afc","2014","Right Wing"
"793","Billy Jones","14","14","1255","0","4","2","0","12","7","0","20","14","sunderland","2014","Billy Jones 2014","Billy Jones","2,50 Mill. €","sunderland-afc","2014","Right-Back"
"794","Sebastian Larsson","36","36","3060","3","44","15","3","35","10","0","50","49","sunderland","2014","Sebastian Larsson 2014","Sebastian Larsson","5,00 Mill. €","sunderland-afc","2014","Central Midfield"
"795","Mikael Mandron","1","0","4","0","1","0","0","0","0","0","0","0","sunderland","2014","Mikael Mandron 2014","Mikael Mandron","-","sunderland-afc","2014","Centre Forward"
"796","Vito Mannone","10","10","900","0","0","0","0","0","0","0","0","3","sunderland","2014","Vito Mannone 2014","Vito Mannone","3,00 Mill. €","sunderland-afc","2014","Keeper"
"797","John O'Shea","37","37","3271","0","7","0","0","28","4","0","28","16","sunderland","2014","John O'Shea 2014","John O'Shea","2,00 Mill. €","sunderland-afc","2014","Centre Back"
"798","Costel Pantilimon","28","28","2520","0","0","0","0","1","2","0","0","11","sunderland","2014","Costel Pantilimon 2014","Costel Pantilimon","2,50 Mill. €","sunderland-afc","2014","Keeper"
"799","Anthony Reveillere","16","15","1327","0","4","1","2","14","0","0","8","8","sunderland","2014","Anthony Reveillere 2014",NA,NA,NA,NA,NA
"800","Valentin Roberge","1","1","90","0","1","0","0","1","1","0","2","0","sunderland","2014","Valentin Roberge 2014","Valentin Roberge","2,50 Mill. €","sunderland-afc","2014","Centre Back"
"801","Jack Rodwell","23","17","1486","3","30","13","0","18","5","0","26","17","sunderland","2014","Jack Rodwell 2014","Jack Rodwell","12,00 Mill. €","sunderland-afc","2014","Central Midfield"
"802","Patrick Van Aanholt","28","26","2306","0","30","5","5","31","4","0","21","15","sunderland","2014","Patrick Van Aanholt 2014",NA,NA,NA,NA,NA
"803","Santiago Vergini","31","28","2623","0","13","5","0","30","6","0","17","9","sunderland","2014","Santiago Vergini 2014","Santiago Vergini","1,00 Mill. €","sunderland-afc","2014","Centre Back"
"804","Connor Wickham","36","31","2773","5","82","24","1","40","8","0","59","62","sunderland","2014","Connor Wickham 2014","Connor Wickham","5,00 Mill. €","sunderland-afc","2014","Centre Forward"
"805","Chuba Akpom","1","0","1","0","0","0","0","0","0","0","0","0","arsenal","2013","Chuba Akpom 2013","Chuba Akpom","-","arsenal-fc","2013","Centre Forward"
"806","Mikel Arteta","31","27","2407","2","12","4","0","35","3","1","34","37","arsenal","2013","Mikel Arteta 2013","Mikel Arteta","11,00 Mill. €","arsenal-fc","2013","Defensive Midfield"
"807","Nicklas Bendtner","9","1","156","2","6","3","0","0","0","0","2","0","arsenal","2013","Nicklas Bendtner 2013","Nicklas Bendtner","5,50 Mill. €","arsenal-fc","2013","Centre Forward"
"808","Santi Cazorla","31","30","2597","4","75","25","8","9","2","0","14","30","arsenal","2013","Santi Cazorla 2013","Santi Cazorla","25,00 Mill. €","arsenal-fc","2013","Central Midfield"
"809","Abou Diaby","1","0","16","0","0","0","0","0","0","0","0","0","arsenal","2013","Abou Diaby 2013","Abou Diaby","4,00 Mill. €","arsenal-fc","2013","Central Midfield"
"810","Lukasz Fabianski","1","1","90","0","0","0","0","0","0","0","0","0","arsenal","2013","Lukasz Fabianski 2013","Lukasz Fabianski","1,50 Mill. €","arsenal-fc","2013","Keeper"
"811","Mathieu Flamini","27","18","1604","2","18","6","0","21","8","1","25","20","arsenal","2013","Mathieu Flamini 2013","Mathieu Flamini","5,00 Mill. €","arsenal-fc","2013","Defensive Midfield"
"812","Kieran Gibbs","28","24","2055","0","8","2","1","14","2","1","19","11","arsenal","2013","Kieran Gibbs 2013","Kieran Gibbs","8,00 Mill. €","arsenal-fc","2013","Left-Back"
"813","Olivier Giroud","36","36","3081","16","109","39","8","23","4","0","47","57","arsenal","2013","Olivier Giroud 2013","Olivier Giroud","15,00 Mill. €","arsenal-fc","2013","Centre Forward"
"814","Serge Gnabry","9","5","464","1","12","6","0","1","0","0","2","7","arsenal","2013","Serge Gnabry 2013","Serge Gnabry","-","arsenal-fc","2013","Right Wing"
"815","Carl Jenkinson","14","7","800","1","2","1","2","3","1","0","8","4","arsenal","2013","Carl Jenkinson 2013","Carl Jenkinson","4,50 Mill. €","arsenal-fc","2013","Right-Back"
"816","Kim Kallstrom","3","1","128","0","3","1","0","3","1","0","4","0","arsenal","2013","Kim Kallstrom 2013",NA,NA,NA,NA,NA
"817","Laurent Koscielny","32","32","2741","2","13","6","0","24","1","1","29","17","arsenal","2013","Laurent Koscielny 2013","Laurent Koscielny","15,00 Mill. €","arsenal-fc","2013","Centre Back"
"818","Per Mertesacker","35","35","3150","2","20","4","0","23","3","0","12","24","arsenal","2013","Per Mertesacker 2013","Per Mertesacker","16,00 Mill. €","arsenal-fc","2013","Centre Back"
"819","Ryo Miyaichi","1","0","17","0","0","0","0","0","0","0","0","0","arsenal","2013","Ryo Miyaichi 2013","Ryo Miyaichi","2,50 Mill. €","arsenal-fc","2013","Left Wing"
"820","Nacho Monreal","23","13","1178","0","4","1","1","7","2","0","11","12","arsenal","2013","Nacho Monreal 2013","Nacho Monreal","10,00 Mill. €","arsenal-fc","2013","Left-Back"
"821","Alex Oxlade-Chamberlain","14","6","523","2","19","7","2","4","0","0","6","10","arsenal","2013","Alex Oxlade-Chamberlain 2013","Alex Oxlade-Chamberlain","15,00 Mill. €","arsenal-fc","2013","Right Wing"
"822","Mesut Ozil","26","25","2149","5","30","18","9","5","0","0","10","26","arsenal","2013","Mesut Ozil 2013",NA,NA,NA,NA,NA
"823","Lukas Podolski","20","14","1172","8","41","19","2","9","0","0","9","11","arsenal","2013","Lukas Podolski 2013","Lukas Podolski","23,00 Mill. €","arsenal-fc","2013","Left Wing"
"824","Aaron Ramsey","23","20","1764","10","49","27","8","21","3","0","26","24","arsenal","2013","Aaron Ramsey 2013","Aaron Ramsey","10,00 Mill. €","arsenal-fc","2013","Central Midfield"
"825","Tomas Rosicky","27","17","1574","2","25","11","1","19","7","0","29","20","arsenal","2013","Tomas Rosicky 2013",NA,NA,NA,NA,NA
"826","Bacary Sagna","35","34","3060","1","16","7","2","25","6","0","23","29","arsenal","2013","Bacary Sagna 2013","Bacary Sagna","14,50 Mill. €","arsenal-fc","2013","Right-Back"
"827","Yaya Sanogo","8","0","71","0","2","1","0","2","0","0","0","1","arsenal","2013","Yaya Sanogo 2013","Yaya Sanogo","1,00 Mill. €","arsenal-fc","2013","Centre Forward"
"828","Wojciech Szczesny","37","37","3330","0","0","0","0","4","2","0","2","5","arsenal","2013","Wojciech Szczesny 2013","Wojciech Szczesny","15,00 Mill. €","arsenal-fc","2013","Keeper"
"829","Thomas Vermaelen","14","7","782","0","5","0","1","10","0","0","5","6","arsenal","2013","Thomas Vermaelen 2013","Thomas Vermaelen","18,00 Mill. €","arsenal-fc","2013","Centre Back"
"830","Theo Walcott","13","9","858","5","32","16","4","4","1","0","4","6","arsenal","2013","Theo Walcott 2013","Theo Walcott","25,00 Mill. €","arsenal-fc","2013","Right Wing"
"831","Jack Wilshere","24","19","1719","3","20","8","4","16","6","0","27","43","arsenal","2013","Jack Wilshere 2013","Jack Wilshere","28,00 Mill. €","arsenal-fc","2013","Central Midfield"
"832","Daniel Agger","20","16","1420","2","6","4","1","6","0","0","9","11","liverpool","2013","Daniel Agger 2013","Daniel Agger","19,00 Mill. €","liverpool-fc","2013","Centre Back"
"833","Joe Allen","24","15","1438","1","19","8","0","10","4","0","19","23","liverpool","2013","Joe Allen 2013","Joe Allen","15,00 Mill. €","liverpool-fc","2013","Central Midfield"
"834","Iago Aspas","14","5","380","0","2","1","1","4","3","0","7","7","liverpool","2013","Iago Aspas 2013","Iago Aspas","9,00 Mill. €","liverpool-fc","2013","Centre Forward"
"835","Aly Cissokho","15","12","1089","0","5","0","1","6","2","0","9","9","liverpool","2013","Aly Cissokho 2013","Aly Cissokho","6,00 Mill. €","liverpool-fc","2013","Left-Back"
"836","Philippe Coutinho","33","28","2334","5","92","29","7","11","1","0","14","38","liverpool","2013","Philippe Coutinho 2013",NA,NA,NA,NA,NA
"837","José Enrique","8","6","602","0","4","1","2","4","0","0","4","1","liverpool","2013","José Enrique 2013","José Enrique","14,00 Mill. €","liverpool-fc","2013","Left-Back"
"838","Jon Flanagan","23","23","1898","1","7","3","1","14","3","0","27","20","liverpool","2013","Jon Flanagan 2013","Jon Flanagan","-","liverpool-fc","2013","Right-Back"
"839","Steven Gerrard","34","33","2900","13","59","31","14","24","7","0","36","22","liverpool","2013","Steven Gerrard 2013","Steven Gerrard","11,50 Mill. €","liverpool-fc","2013","Central Midfield"
"840","Jordan Henderson","35","35","3128","4","49","15","7","17","4","1","31","20","liverpool","2013","Jordan Henderson 2013","Jordan Henderson","10,50 Mill. €","liverpool-fc","2013","Central Midfield"
"841","Jordan Ibe","1","0","14","0","1","0","0","0","0","0","1","0","liverpool","2013","Jordan Ibe 2013",NA,NA,NA,NA,NA
